DateTime,Turbidity FNU,fDOM QSU,fDOM RFU
7/11/2021 13:30,17494.09,51.33,17.11
7/11/2021 13:35,17470.32,50.59,16.86
7/11/2021 13:40,17441.23,51.28,17.09
7/11/2021 13:45,17411.47,51.34,17.11
7/11/2021 13:50,17384.98,51.33,17.11
7/11/2021 13:55,17357.91,51.43,17.14
7/11/2021 14:00,17329.91,51.12,17.04
7/11/2021 14:05,17302.62,51.04,17.01
7/11/2021 14:10,17280.98,51.14,17.05
7/11/2021 14:15,17255.69,51.28,17.09
7/11/2021 14:20,17232.44,51.51,17.17
7/11/2021 14:25,17221.12,51.94,17.31
7/11/2021 14:30,17207.65,51.68,17.23
7/11/2021 14:35,17189.51,51.81,17.27
7/11/2021 14:40,17177.12,52.02,17.34
7/11/2021 14:45,17161.12,52.31,17.44
7/11/2021 14:50,17144.7,52.36,17.45
7/11/2021 14:55,17127.38,52.47,17.49
7/11/2021 15:00,17113.12,52.67,17.56
7/11/2021 15:05,17099.04,52.89,17.63
7/11/2021 15:10,17080.1,52.96,17.65
7/11/2021 15:15,17065.6,53.05,17.68
7/11/2021 15:20,17047.48,53.12,17.71
7/11/2021 15:25,17034.34,53.08,17.69
7/11/2021 15:30,17019.41,53.08,17.69
7/11/2021 15:35,17007.17,52.9,17.63
7/11/2021 15:40,16993.04,52.87,17.62
7/11/2021 15:45,16978.12,52.82,17.61
7/11/2021 15:50,16966.39,52.74,17.58
7/11/2021 15:55,16953.52,52.77,17.59
7/11/2021 16:00,16941.9,52.83,17.61
7/11/2021 16:05,16928.51,52.67,17.56
7/11/2021 16:10,16917.25,52.75,17.58
7/11/2021 16:15,16902.19,52.85,17.62
7/11/2021 16:20,16888.74,52.92,17.64
7/11/2021 16:25,16873.22,52.87,17.62
7/11/2021 16:30,16864.69,52.86,17.62
7/11/2021 16:35,16854.88,52.92,17.64
7/11/2021 16:40,16842.52,52.77,17.59
7/11/2021 16:45,16833.88,52.77,17.59
7/11/2021 16:50,16828.86,52.76,17.59
7/11/2021 16:55,16829.22,52.73,17.58
7/11/2021 17:00,16827.02,52.85,17.62
7/11/2021 17:05,16830.26,52.67,17.56
7/11/2021 17:10,16830.58,52.55,17.52
7/11/2021 17:15,16833.39,52.6,17.53
7/11/2021 17:20,16830.59,52.54,17.51
7/11/2021 17:25,16833.87,52.34,17.45
7/11/2021 17:30,16832.8,52.32,17.44
7/11/2021 17:35,16846.33,52.35,17.45
7/11/2021 17:40,16854.48,52.32,17.44
7/11/2021 17:45,16856.35,52.3,17.43
7/11/2021 17:50,16858.08,52.25,17.42
7/11/2021 17:55,16854.5,52.23,17.41
