DateTime,Turbidity FNU,fDOM QSU,fDOM RFU
3/12/2022 22:00,23.05,-1.19,-0.31
3/12/2022 22:05,10.47,-1.31,-0.34
3/12/2022 22:10,8.82,-1.3,-0.34
3/12/2022 22:15,8.63,-1.28,-0.33
3/12/2022 22:20,8.57,-1.28,-0.33
3/12/2022 22:25,8.64,-1.28,-0.33
3/12/2022 22:30,8.61,-1.27,-0.33
3/12/2022 22:35,8.59,-1.28,-0.33
3/12/2022 22:40,8.62,-1.29,-0.34
3/12/2022 22:45,8.65,-1.27,-0.33
3/12/2022 22:50,8.68,-1.25,-0.33
3/12/2022 22:55,8.64,-1.26,-0.33
3/12/2022 23:00,8.67,-1.26,-0.33
3/12/2022 23:05,8.71,-1.26,-0.33
3/12/2022 23:10,8.82,-1.26,-0.33
3/12/2022 23:15,8.77,-1.26,-0.33
3/12/2022 23:20,8.82,-1.25,-0.33
3/12/2022 23:25,8.82,-1.25,-0.33
3/12/2022 23:30,8.84,-1.26,-0.33
3/12/2022 23:35,8.84,-1.25,-0.33
3/12/2022 23:40,8.86,-1.26,-0.33
3/12/2022 23:45,8.86,-1.25,-0.33
3/12/2022 23:50,8.94,-1.25,-0.33
3/12/2022 23:55,9.03,-1.25,-0.32
3/13/2022 0:00,9.09,-1.25,-0.33
3/13/2022 0:05,9.11,-1.25,-0.33
3/13/2022 0:10,9.15,-1.26,-0.33
3/13/2022 0:15,9.15,-1.25,-0.32
3/13/2022 0:20,9.16,-1.25,-0.32
3/13/2022 0:25,9.12,-1.25,-0.32
3/13/2022 0:30,9.07,-1.26,-0.33
3/13/2022 0:35,9.04,-1.27,-0.33
3/13/2022 0:40,9.01,-1.28,-0.33
3/13/2022 0:45,8.96,-1.25,-0.33
3/13/2022 0:50,9.03,-1.26,-0.33
3/13/2022 0:55,9.04,-1.27,-0.33
3/13/2022 1:00,9.24,-1.29,-0.34
3/13/2022 1:05,8.74,-1.29,-0.34
3/13/2022 1:10,4.08,-1.27,-0.33
3/13/2022 1:15,3.73,-1.27,-0.33
3/13/2022 1:20,4.19,-1.27,-0.33
3/13/2022 1:25,4.02,-1.28,-0.33
3/13/2022 1:30,4.71,-1.27,-0.33
3/13/2022 1:35,4.79,-1.26,-0.33
3/13/2022 1:40,4.64,-1.24,-0.32
3/13/2022 1:45,4.55,-1.22,-0.32
3/13/2022 1:50,4.44,-1.23,-0.32
3/13/2022 1:55,4.3,-1.22,-0.32
3/13/2022 2:00,4.13,-1.22,-0.32
3/13/2022 2:05,4.01,-1.21,-0.31
3/13/2022 2:10,3.82,-1.21,-0.31
3/13/2022 2:15,3.71,-1.2,-0.31
3/13/2022 2:20,3.62,-1.2,-0.31
3/13/2022 2:25,3.59,-1.2,-0.31
3/13/2022 2:30,3.48,-1.22,-0.32
3/13/2022 2:35,3.42,-1.21,-0.31
3/13/2022 2:40,3.35,-1.2,-0.31
3/13/2022 2:45,3.32,-1.21,-0.31
3/13/2022 2:50,3.18,-1.2,-0.31
3/13/2022 2:55,3.09,-1.2,-0.31
3/13/2022 3:00,3.02,-1.21,-0.31
3/13/2022 3:05,2.98,-1.2,-0.31
3/13/2022 3:10,2.91,-1.19,-0.31
3/13/2022 3:15,2.88,-1.17,-0.3
3/13/2022 3:20,2.84,-1.17,-0.3
3/13/2022 3:25,2.79,-1.17,-0.3
3/13/2022 3:30,2.74,-1.17,-0.3
3/13/2022 3:35,2.7,-1.16,-0.3
3/13/2022 3:40,2.67,-1.16,-0.3
3/13/2022 3:45,2.65,-1.17,-0.3
3/13/2022 3:50,2.63,-1.17,-0.3
3/13/2022 3:55,2.61,-1.16,-0.3
3/13/2022 4:00,2.58,-1.17,-0.3
3/13/2022 4:05,2.56,-1.18,-0.3
3/13/2022 4:10,2.53,-1.2,-0.31
3/13/2022 4:15,2.52,-1.19,-0.31
3/13/2022 4:20,2.54,-1.18,-0.3
3/13/2022 4:25,2.57,-1.18,-0.31
3/13/2022 4:30,2.65,-1.18,-0.3
3/13/2022 4:35,2.7,-1.21,-0.31
3/13/2022 4:40,2.73,-1.2,-0.31
3/13/2022 4:45,2.72,-1.21,-0.31
3/13/2022 4:50,2.7,-1.19,-0.31
3/13/2022 4:55,2.68,-1.21,-0.31
3/13/2022 5:00,2.62,-1.22,-0.32
3/13/2022 5:05,2.53,-1.2,-0.31
3/13/2022 5:10,2.5,-1.2,-0.31
3/13/2022 5:15,2.44,-1.19,-0.31
3/13/2022 5:20,2.38,-1.19,-0.31
3/13/2022 5:25,2.35,-1.2,-0.31
3/13/2022 5:30,2.25,-1.22,-0.32
3/13/2022 5:35,2.21,-1.2,-0.31
3/13/2022 5:40,2.13,-1.2,-0.31
3/13/2022 5:45,1.99,-1.22,-0.32
3/13/2022 5:50,1.91,-1.2,-0.31
3/13/2022 5:55,1.84,-1.21,-0.31
3/13/2022 6:00,1.77,-1.19,-0.31
3/13/2022 6:05,1.71,-1.21,-0.31
3/13/2022 6:10,1.67,-1.19,-0.31
3/13/2022 6:15,1.65,-1.21,-0.31
3/13/2022 6:20,1.6,-1.22,-0.32
3/13/2022 6:25,1.56,-1.21,-0.31
3/13/2022 6:30,1.54,-1.22,-0.32
3/13/2022 6:35,1.53,-1.22,-0.32
3/13/2022 6:40,1.55,-1.24,-0.32
3/13/2022 6:45,1.57,-1.24,-0.32
3/13/2022 6:50,1.58,-1.24,-0.32
3/13/2022 6:55,1.61,-1.22,-0.32
3/13/2022 7:00,1.61,-1.23,-0.32
3/13/2022 7:05,1.64,-1.21,-0.31
3/13/2022 7:10,1.62,-1.22,-0.32
3/13/2022 7:15,1.63,-1.23,-0.32
3/13/2022 7:20,1.66,-1.23,-0.32
3/13/2022 7:25,1.67,-1.23,-0.32
3/13/2022 7:30,1.59,-1.23,-0.32
3/13/2022 7:45,1.61,-1.29,-0.34
3/13/2022 8:00,1.61,-1.29,-0.34
3/13/2022 8:15,2.03,-1.17,-0.3
3/13/2022 8:30,2.38,-0.96,-0.24
3/13/2022 8:45,2.13,-0.9,-0.23
3/13/2022 9:00,3.54,-0.85,-0.21
3/13/2022 9:15,-9999,-0.83,-0.21
3/13/2022 9:20,-9999,-0.79,-0.19
3/13/2022 9:25,-9999,-0.78,-0.19
3/13/2022 9:30,-9999,-0.78,-0.19
3/13/2022 9:35,-9999,-0.77,-0.19
3/13/2022 9:40,-9999,-0.76,-0.19
3/13/2022 9:45,-9999,-0.76,-0.19
3/13/2022 9:50,6.33,-0.76,-0.19
3/13/2022 9:55,5.29,-0.75,-0.18
3/13/2022 10:00,4.97,-0.72,-0.18
3/13/2022 10:05,4.93,-0.71,-0.17
